cornerpt,cornerx,cornery,cell_name
d0,275588.5357,1497714.792,d0-e1
e0,275597.0471,1497717.511,d0-e1
e1,275601.9465,1497709.05,d0-e1
d1,275593.044575,1497705.15375,d0-e1
