cornerpt,cornerx,cornery,cell_name
c1,275584.2253,1497700.308,c1-d2
d1,275593.044575,1497705.15375,c1-d2
d2,275597.4708,1497696.465,c1-d2
c2,275588.7859,1497691.34,c1-d2
