cornerpt,cornerx,cornery,cell_name
e4,275612.6853,1497681.729,e4-z*e4
ze4,275622.3182,1497684.905,e4-z*e4
z*e4,275625.7082,1497674.994,e4-z*e4
NA,NA,NA,e4-z*e4
