dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276026.37270876,1498165.10667835,Okay,561
276026.66941343,1498166.48631924,Okay,562
276026.239192244,1498166.32208515,Okay,563
276028.475523754,1498168.6606688,Okay,564
276027.099908495,1498169.6053028,Okay,565
NA,NA,Distances_too_small,566
NA,NA,Distances_too_small,567
NA,NA,Distances_too_small,568
NA,NA,Distances_too_small,569
NA,NA,Distances_too_small,570
NA,NA,Distances_too_small,571
NA,NA,Distances_too_small,572
276024.252596017,1498169.51770283,Okay,573
276023.614115203,1498169.28421563,Okay,574
276022.630046758,1498168.75179732,Okay,575
276026.102002961,1498169.54698764,Okay,576
276024.96321844,1498167.88310511,Okay,577
276023.213432183,1498166.52358044,Okay,578
276023.356683689,1498166.74731981,Okay,579
276022.926523253,1498166.47603198,Okay,580
NA,NA,Distances_too_small,581
