dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276059.552319683,1498175.68016175,Okay,756
276058.954450177,1498172.19995936,Okay,757
276061.228030996,1498171.27144886,Okay,758
276061.017832591,1498169.1677936,Okay,759
276064.473150453,1498170.30462042,Okay,760
NA,NA,Distances_too_small,761
NA,NA,Distances_too_small,762
NA,NA,Distances_too_small,763
276057.166795092,1498165.93626961,Okay,764
276057.994199845,1498168.0583324,Okay,765
276054.739353018,1498167.40162084,Outside_cell,766
276054.741936084,1498167.7074352,Okay,767
276056.006644324,1498168.38913341,Okay,768
