dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,1109
276011.372482211,1498162.72497304,Okay,1110
276011.191343088,1498162.2759866,Okay,1111
276013.942323435,1498164.1708749,Okay,1112
276016.067695955,1498163.1967858,Okay,1113
276018.925776669,1498160.84194701,Okay,1114
276020.450578106,1498160.89572826,Outside_cell,1115
276020.586799112,1498161.1219284,Outside_cell,1116
276019.944435236,1498160.30808645,Outside_cell,1117
276019.1834793,1498158.30610949,Outside_cell,1118
276017.715461745,1498159.1618838,Okay,1119
276018.070254292,1498154.85562407,Outside_cell,1120
276012.406163991,1498159.31660735,Okay,1121
276011.708906904,1498158.77833304,Okay,1122
NA,NA,Distances_too_small,1123
NA,NA,Distances_too_small,1124
NA,NA,Distances_too_small,1125
NA,NA,Distances_too_small,1126
276009.082354234,1498157.99176689,Okay,1127
