dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,1296
NA,NA,Distances_too_small,1297
NA,NA,Distances_too_small,1298
276021.328744253,1498169.8293442,Okay,1299
276022.256484863,1498169.86710466,Okay,1300
276023.081741913,1498169.72800679,Outside_cell,1301
276024.483733058,1498169.21001485,Outside_cell,1302
276024.632257938,1498169.09141156,Outside_cell,1303
276021.95854093,1498168.81435732,Okay,1304
276019.963783963,1498167.72583411,Okay,1305
276018.098203918,1498168.62634445,Okay,1306
276017.210185521,1498165.85806558,Okay,1307
276019.347092513,1498164.8553387,Okay,1308
276014.362183266,1498168.65264441,Okay,1309
276012.327114956,1498169.7052485,Outside_cell,1310
276010.88465974,1498166.81957327,Outside_cell,1311
NA,NA,Distances_too_small,1312
NA,NA,Distances_too_small,1313
