dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276062.062455465,1498154.8604118,Okay,1368
276060.379852985,1498152.01784407,Okay,1369
276061.053841342,1498154.2283449,Okay,1370
276061.280660148,1498154.3015084,Okay,1371
276061.222632828,1498154.42499639,Okay,1372
276061.625305774,1498155.97758609,Okay,1373
276063.906375822,1498152.60282402,Okay,1374
276061.701165503,1498157.10514419,Okay,1375
276063.486208401,1498152.81840762,Okay,1376
NA,NA,Distances_too_small,1377
276063.304413277,1498156.66911698,Okay,1378
NA,NA,Distances_too_small,1379
276062.99408548,1498158.57090125,Okay,1380
276063.430980801,1498160.39851284,Okay,1381
276063.68763116,1498160.69623142,Okay,1382
NA,NA,Distances_too_small,1383
276071.100607704,1498156.69206302,Okay,1384
NA,NA,Distances_too_small,1385
NA,NA,Distances_too_small,1386
NA,NA,Distances_too_small,1387
NA,NA,Distances_too_small,1388
NA,NA,Distances_too_small,1389
