dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276047.190600172,1498163.71592777,Okay,722
276049.781923322,1498161.50868533,Okay,723
276045.832176672,1498164.57130424,Okay,724
276044.980273777,1498164.54561782,Okay,725
276043.917493142,1498165.79468402,Okay,726
276043.426802959,1498165.49263564,Okay,727
276042.641361595,1498165.55413335,Okay,728
276045.49696688,1498168.32985963,Okay,729
276046.551992441,1498168.86813525,Okay,730
276045.547993182,1498171.30106633,Okay,731
276048.911340191,1498168.43891077,Okay,732
276048.989439688,1498167.49117249,Okay,733
276053.725955859,1498167.87470542,Okay,734
276053.617932863,1498164.98486065,Outside_cell,735
