dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276045.085359773,1498171.95517935,Okay,636
276045.090105956,1498171.76876031,Okay,637
276043.463050117,1498169.83980666,Okay,638
276042.21740878,1498170.24292771,Okay,639
276042.34151618,1498169.91814668,Okay,640
276041.058296181,1498169.92962431,Okay,641
276042.897519064,1498170.83610804,Okay,642
276043.232506071,1498172.04988429,Okay,643
276042.926532235,1498172.27977634,Okay,644
276041.790503572,1498172.26556209,Okay,645
276040.011476126,1498173.81441679,Okay,646
276039.757800197,1498172.0687994,Okay,647
276038.715754846,1498173.60659394,Okay,648
276037.434399442,1498171.3300744,Okay,649
276037.614382577,1498170.89319223,Okay,650
276038.598701529,1498170.42834908,Okay,651
276038.281403011,1498169.67367668,Okay,652
276038.985213974,1498168.83324531,Okay,653
276034.021671127,1498167.95797085,Okay,654
276039.376241519,1498168.51985485,Okay,655
276038.719922346,1498167.09304854,Okay,656
276042.986147319,1498167.31221815,Okay,657
276041.369859575,1498172.58865955,Okay,658
