dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276026.360663081,1498173.12954531,Okay,582
NA,NA,Distances_too_small,583
NA,NA,Distances_too_small,584
276032.402488913,1498185.85231949,Outside_cell,585
276025.980442228,1498175.79836349,Okay,586
276026.375117816,1498176.18709385,Okay,587
276027.549580033,1498176.70176045,Okay,588
276028.40126788,1498175.94610791,Okay,589
276027.510773583,1498178.81750394,Okay,590
276033.740515856,1498174.98973579,Okay,591
276032.069411405,1498168.44579078,Okay,592
276030.860084012,1498171.14009062,Okay,593
276032.087586271,1498173.03384723,Okay,594
276032.012654086,1498173.29643142,Okay,595
NA,NA,Distances_too_small,596
NA,NA,Distances_too_small,597
276032.494358766,1498169.94033969,Okay,598
