dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Distances_too_small,1160
276022.79225109,1498140.95902808,Okay,1161
276025.810186793,1498145.62576022,Okay,1162
NA,NA,Distances_too_small,1163
NA,NA,Distances_too_small,1164
276026.675074766,1498147.0078743,Okay,1165
276022.380700558,1498148.82789688,Outside_cell,1166
276022.296130303,1498149.18628024,Outside_cell,1167
276026.833939296,1498146.59070348,Okay,1168
276027.450811166,1498146.92260803,Okay,1169
276030.607583503,1498145.85156335,Okay,1170
NA,NA,Distances_too_small,1171
NA,NA,Distances_too_small,1172
276030.396626114,1498143.81657319,Okay,1173
276029.923124245,1498142.95825712,Okay,1174
276029.712786978,1498142.02701603,Okay,1175
