dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276024.515722852,1498175.1645452,Okay,1101
276025.202860521,1498173.11579972,Outside_cell,1102
276023.054000408,1498176.328375,Okay,1103
276021.904490703,1498176.96214664,Okay,1104
276020.024562706,1498177.72059764,Okay,1105
276018.419354083,1498179.22915446,Outside_cell,1106
276020.889183969,1498179.02110286,Okay,1107
276021.722646538,1498178.99001194,Okay,1108
276021.348558998,1498184.43679534,Outside_cell,1235
276020.090888828,1498183.65667015,Outside_cell,1236
276023.645371015,1498183.66348777,Outside_cell,1237
276023.435411692,1498182.19297323,Okay,1238
276022.733020671,1498182.32819214,Okay,1239
276022.460937469,1498181.79739723,Okay,1240
276023.102195547,1498181.7221152,Okay,1241
276020.941263669,1498181.72044443,Okay,1242
276023.679520798,1498180.77294391,Okay,1243
276026.86224871,1498182.20626349,Outside_cell,1244
276027.137535038,1498181.23370525,Okay,1245
276025.866711598,1498179.43969148,Okay,1246
276028.175698083,1498176.79468484,Outside_cell,1247
276027.815124804,1498175.00169899,Outside_cell,1248
276023.445747962,1498177.58243737,Okay,1249
276024.035371513,1498175.67612645,Okay,1250
