dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276053.808601265,1498142.25461452,Okay,1332
276058.033022696,1498141.19118833,Okay,1333
NA,NA,Distances_too_small,1334
276059.69935556,1498139.05408133,Okay,1335
276059.56327531,1498137.40660204,Okay,1336
NA,NA,Distances_too_small,1337
NA,NA,Distances_too_small,1338
NA,NA,Distances_too_small,1339
NA,NA,Distances_too_small,1340
NA,NA,Distances_too_small,1341
276056.966880164,1498133.87828082,Okay,1342
276056.138842309,1498134.54748854,Okay,1343
276056.274381955,1498133.86675714,Okay,1344
