dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
NA,NA,Corner_missing,1193
NA,NA,Corner_missing,1194
NA,NA,Corner_missing,1195
NA,NA,Corner_missing,1196
NA,NA,Corner_missing,1197
NA,NA,Corner_missing,1198
NA,NA,Corner_missing,1199
NA,NA,Corner_missing,1200
NA,NA,Corner_missing,1318
NA,NA,Corner_missing,1319
NA,NA,Corner_missing,1320
NA,NA,Distances_too_small,1321
NA,NA,Distances_too_small,1322
NA,NA,Distances_too_small,1323
NA,NA,Corner_missing,1324
NA,NA,Corner_missing,1325
NA,NA,Corner_missing,1326
NA,NA,Distances_too_small,1327
NA,NA,Distances_too_small,1328
NA,NA,Corner_missing,1329
NA,NA,Corner_missing,1330
NA,NA,Corner_missing,1331
