dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276031.227674716,1498155.90863926,Okay,680
276030.235654211,1498154.08229632,Okay,681
276030.548552745,1498153.4108458,Okay,682
276035.089431896,1498154.51664543,Okay,683
276031.23866571,1498147.29560299,Okay,684
276029.443293659,1498150.0414316,Okay,685
276029.81982585,1498151.33218752,Okay,686
276029.596930875,1498151.49413533,Okay,687
276026.895718009,1498150.73425444,Okay,688
276026.635918501,1498151.53077581,Okay,689
276025.850481452,1498151.38057144,Okay,690
276025.759466988,1498150.2459992,Okay,691
NA,NA,Distances_too_small,692
276024.385599994,1498150.87231255,Outside_cell,693
NA,NA,Corner_missing,694
