dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276042.239242072,1498179.18113231,Okay,614
276042.931205854,1498174.49214609,Okay,615
276041.615243748,1498177.98862307,Okay,616
276045.989503963,1498177.00682268,Okay,617
276045.021072893,1498175.56518569,Okay,618
276044.890159719,1498174.86643627,Okay,619
276046.098121426,1498174.69579133,Okay,620
276045.388585691,1498172.95484042,Okay,621
276045.743972609,1498174.474354,Okay,622
276046.435330418,1498175.22448301,Okay,623
276047.076242467,1498182.64197085,Okay,624
276046.496113815,1498182.28560943,Okay,625
276046.196743234,1498183.10564198,Okay,626
276045.79174392,1498181.63386182,Okay,627
276046.638099307,1498180.55339298,Okay,628
276044.850571155,1498181.43797523,Okay,630
276044.613205361,1498182.01035325,Okay,631
276043.920183464,1498181.46711857,Okay,632
276044.908578466,1498176.26535421,Okay,633
276043.954923569,1498173.84450427,Okay,634
276046.695408945,1498182.11342001,Okay,635
