dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276041.956349397,1498154.98859975,Okay,703
276042.11994763,1498157.29598565,Okay,704
276040.931098375,1498158.28036435,Okay,705
276039.814498509,1498159.37944733,Okay,706
276042.881806669,1498158.46616533,Okay,707
276043.296572446,1498157.98136495,Okay,708
276041.415608312,1498159.86334985,Okay,709
276041.059508141,1498160.68071648,Okay,710
276040.787167647,1498164.044143,Outside_cell,711
276041.918681168,1498162.43098321,Okay,712
276039.781280522,1498153.51614881,Okay,713
276041.188518149,1498154.3597757,Okay,714
276041.179845641,1498154.57976992,Okay,715
276042.005707286,1498155.16522761,Okay,716
276043.115324494,1498155.41577583,Okay,717
276043.174562016,1498155.05495079,Okay,718
NA,NA,Distances_too_small,719
NA,NA,Distances_too_small,720
NA,NA,Distances_too_small,721
