dataout_unk_x,dataout_unk_y,dataout_issue,dataout_tag
276055.64262743,1498143.24365061,Outside_cell,1345
276056.466392558,1498144.32505784,Okay,1346
276058.645033088,1498146.04266075,Okay,1347
276057.669209096,1498144.19004094,Okay,1348
276058.89824718,1498146.45721139,Okay,1349
276059.655169456,1498145.26972001,Okay,1350
276059.89445173,1498146.03729544,Okay,1351
276060.564143566,1498145.65441856,Okay,1352
276060.554429206,1498144.39965432,Okay,1353
276061.08402859,1498145.53713147,Okay,1354
276058.560103654,1498146.94870784,Okay,1355
276060.013218137,1498149.26644798,Okay,1356
276060.485682544,1498149.40227718,Okay,1357
276060.164737509,1498150.62005001,Okay,1358
NA,NA,Corner_missing,1359
276059.620663548,1498153.66704397,Outside_cell,1360
276061.839287874,1498149.40295405,Okay,1361
276061.612094171,1498152.56737837,Outside_cell,1362
276061.271818566,1498147.89184042,Okay,1363
276063.188705653,1498150.59644112,Okay,1364
276062.557378357,1498147.36600656,Okay,1365
NA,NA,Distances_too_small,1366
276065.974686156,1498147.60492257,Okay,1367
