island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,nblas,a0-z*a0,aglaia,10.57,2.16,3661,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,guamia,9.69,2.73,3662,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,cyno,8.33,2.17,3663,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,guamia,8.38,1.72,3664,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,guamia,7.17,3.5,3665,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,aglaia,5.61,4.9,3666,275553.3731,1497696.357,275561.4711,1497699.773
guam,nblas,a0-z*a0,aglaia,4.43,10.06,3667,275546.9526,1497707.17,275553.3731,1497696.357
guam,nblas,a0-z*a0,aglaia,4.7,9.86,3668,275546.9526,1497707.17,275553.3731,1497696.357
guam,nblas,a0-z*a0,guamia,4.88,10.03,3669,275546.9526,1497707.17,275553.3731,1497696.357
guam,nblas,a0-z*a0,aglaia,7.19,7.79,3670,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,6.4,9.81,3671,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,5.11,10.24,3672,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,1.23,10.18,3673,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,guamia,3.84,7.44,3674,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,4,6.26,3675,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,guamia,3.82,12.22,3676,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,3.54,11.97,3677,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,7.66,2.61,3678,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,mayt,7.85,2.52,3679,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,mayt,7.92,2.84,3680,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,1.39,11.31,3681,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,0.68,11.17,3682,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,9.06,2.51,3683,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,8.21,3.38,3684,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,eug,3.5,9.25,3685,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,6.75,4.65,3686,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,6.19,5.59,3687,275554.802,1497710.871,275546.9526,1497707.17
guam,nblas,a0-z*a0,aglaia,5.07,8.07,3688,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,aglaia,5.74,7.3,3689,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,8.35,8.54,3690,275561.4711,1497699.773,275553.3731,1497696.357
guam,nblas,a0-z*a0,aglaia,4.37,7.53,3691,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,6.37,5.2,3692,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,7.43,5.23,3693,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,7.69,4.7,3694,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,8.91,2.44,3695,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,10.87,1.6,3696,275561.4711,1497699.773,275554.802,1497710.871
guam,nblas,a0-z*a0,guamia,10.61,3.3,3697,275561.4711,1497699.773,275554.802,1497710.871
