island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,nblas,e0-ze1,guamia,10.45,0,3820,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,guamia,10.48,2.78,3821,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,guamia,10.35,4.08,3822,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,guamia,9.21,2.8,3823,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,guamia,9.29,8.05,3824,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,aglaia,9.86,3.09,3825,275610.6051,1497711.044,275605.499,1497720.424
guam,nblas,e0-ze1,aglaia,9.56,3.59,3826,275610.6051,1497711.044,275605.499,1497720.424
guam,nblas,e0-ze1,aglaia,9.09,2.57,3827,275610.6051,1497711.044,275605.499,1497720.424
guam,nblas,e0-ze1,guamia,7.51,3.62,3828,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,guamia,8.02,2.61,3829,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,guamia,8.37,3.04,3830,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,aglaia,9.97,0.71,3831,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,aglaia,10.31,3.87,3832,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,eug,9.29,5.54,3851,275601.9465,1497709.05,275610.6051,1497711.044
guam,nblas,e0-ze1,psych,2.78,9.78,3852,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,aglaia,2.96,8.44,3853,275605.499,1497720.424,275597.0471,1497717.511
guam,nblas,e0-ze1,guamia,1.28,9.89,3854,275605.499,1497720.424,275597.0471,1497717.511
