cornerpt,cornerx,cornery,cell_name
a1,275564.6323,1497691.876,a1-b2
b1,275572.9256,1497694.785,a1-b2
b2,275578.7555,1497685.947,a1-b2
a2,275569.4299,1497682.423,a1-b2
