cornerpt,cornerx,cornery,cell_name
e3,275609.59,1497690.968,e3-ze4
ze3,275618.2574,1497694.085,e3-ze4
ze4,275622.3182,1497684.905,e3-ze4
e4,NA,NA,e3-ze4
