cornerpt,cornerx,cornery,cell_name
b3,275581.8082,1497679.421,b3-c4
c3,275591.3085,1497682.612,b3-c4
c4,275594.3719,1497673.497,b3-c4
b4,275585.496,1497669.518,b3-c4
