cornerpt,cornerx,cornery,cell_name
z0c,275573.6129,1497718.379,b0-z0c
z0d,275582.5201,1497721.974,b0-z0c
d0,275588.5357,1497714.792,b0-z0c
c0,275579.2518,1497710.208,b0-z0c
