cornerpt,cornerx,cornery,cell_name
z0b,269922.526,1509823.268,b0-z0c
z0c,269924.5796,1509831.927,b0-z0c
c0,269916.8231,1509836.189,b0-z0c
b0,269910.4415,1509825.877,b0-z0c
