cornerpt,cornerx,cornery,cell_name
b4,269874.6276,1509847.526,b4-z4c
c4,269880.2625,1509856.103,b4-z4c
z4c,269872.870863,1509862.48665,b4-z4c
z4b,269866.6347,1509854.667,b4-z4c
