island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,ritd,a0-za1,aglaia,8.33,5.82,1733,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,neiso,10.44,3.97,1734,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,aglaia,9.1,2.46,1735,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,aglaia,9.59,2.35,1736,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,eug,10.5,6.84,1737,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,aglaia,11.63,9.18,1738,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,neiso,8.67,9.83,1739,269906.8326,1509819.266,269899.465,1509823.906
guam,ritd,a0-za1,mor,10.67,7.6,1740,269906.8326,1509819.266,269899.465,1509823.906
