cornerpt,cornerx,cornery,cell_name
b1,269903.423422,1509829.87327,b1-c2
c1,269907.9477055,1509839.3935675,b1-c2
c2,269899.0244,1509844.005,b1-c2
b2,269893.2232,1509834.156,b1-c2
