cornerpt,cornerx,cornery,cell_name
z0a,269915.3337,1509814.51,a0-z0b
z0b,269922.526,1509823.268,a0-z0b
b0,269910.4415,1509825.877,a0-z0b
a0,269906.8326,1509819.266,a0-z0b
