cornerpt,cornerx,cornery,cell_name
c2,269899.0244,1509844.005,c2-d3
d2,269904.1031,1509852.292,c2-d3
d3,269895.0071,1509855.982,c2-d3
c3,269887.57,1509850.361,c2-d3
