cornerpt,cornerx,cornery,cell_name
z*a0,NA,NA,a0-z*a0
z0a,269915.3337,1509814.51,a0-z*a0
a0,269906.8326,1509819.266,a0-z*a0
za0,269900.4829,1509811.007,a0-z*a0
