cornerpt,cornerx,cornery,cell_name
e4,269894.0533,1509872.436,e4-z*e4
ze4,269898.5108,1509880.75,e4-z*e4
z*e4,269890.359706,1509886.27148,e4-z*e4
NA,NA,NA,e4-z*e4
