cornerpt,cornerx,cornery,cell_name
e2,269910.8551,1509861.372,e2-ze3
ze2,269915.7517,1509870.206,e2-ze3
ze3,NA,NA,e2-ze3
e3,269902.185931,1509867.06246,e2-ze3
