cornerpt,cornerx,cornery,cell_name
e1,269916.4233,1509857.826,e1-ze2
ze1,NA,NA,e1-ze2
ze2,269915.7517,1509870.206,e1-ze2
e2,269910.8551,1509861.372,e1-ze2
