cornerpt,cornerx,cornery,cell_name
za2,269883.6453,1509820.571,a2-za3
a2,269886.5098,1509827.94,a2-za3
a3,269877.229,1509833.056,a2-za3
za3,269872.5174,1509825.937,a2-za3
