cornerpt,cornerx,cornery,cell_name
b3,269884.572567,1509840.44841,b3-c4
c3,269887.57,1509850.361,b3-c4
c4,269880.2625,1509856.103,b3-c4
b4,269874.6276,1509847.526,b3-c4
