island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,ritd,c3-d4,aglaia,3.19,7.49,424,269880.2625,1509856.103,269887.57,1509850.361
guam,ritd,c3-d4,tri,0.69,4.96,425,269880.2625,1509856.103,269883.91625,1509853.232
guam,ritd,c3-d4,eug,2.21,3.34,426,269880.2625,1509856.103,269883.91625,1509853.232
guam,ritd,c3-d4,neiso,4.36,0.96,427,269880.2625,1509856.103,269883.91625,1509853.232
guam,ritd,c3-d4,mor,5.62,3.62,428,269880.2625,1509856.103,269883.91625,1509853.232
guam,ritd,c3-d4,mor,3.45,4.89,429,269880.2625,1509856.103,269883.91625,1509853.232
guam,ritd,c3-d4,ifit,4.85,5.5,430,269890.8626,1509860.336,269886.7181,1509864.69
guam,ritd,c3-d4,neiso,1.42,3.5,431,269891.28855,1509853.1715,269895.0071,1509855.982
