cornerpt,cornerx,cornery,cell_name
a0,269906.8326,1509819.266,a0-b1
b0,269910.4415,1509825.877,a0-b1
b1,269903.423422,1509829.87327,a0-b1
a1,269899.465,1509823.906,a0-b1
