cornerpt,cornerx,cornery,cell_name
za4,269864.4082,1509829.26,a4-z*a4
a4,269870.2865,1509839.788,a4-z*a4
z4a,269860.8044,1509843.573,a4-z*a4
z*a4,269856.7589,1509834.157,a4-z*a4
