cornerpt,cornerx,cornery,cell_name
a4,269870.2865,1509839.788,a4-z4b
b4,269874.6276,1509847.526,a4-z4b
z4b,269866.6347,1509854.667,a4-z4b
z4a,269860.8044,1509843.573,a4-z4b
