cornerpt,cornerx,cornery,cell_name
a2,269886.5098,1509827.94,a2-b3
b2,269893.2232,1509834.156,a2-b3
b3,269884.572567,1509840.44841,a2-b3
a3,269877.229,1509833.056,a2-b3
