island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,ritd,e4-z*e4,aglaia,11.47,1.94,1314,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,12.05,2.42,1315,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,11.02,1.6,1316,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,neiso,6.3,6.89,1317,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,5.62,7.79,1518,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,5.2,7.43,1519,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,5.07,7,1520,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,4.67,7.32,1521,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,6.04,8.53,1522,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,6.2,9.91,1523,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,aglaia,2.86,11.8,1524,269890.359706,1509886.27148,269885.46283,1509878.3432
guam,ritd,e4-z*e4,neiso,9.98,8.97,1525,269890.359706,1509886.27148,269885.46283,1509878.3432
