cornerpt,cornerx,cornery,cell_name
d2,275597.4708,1497696.465,d2-e3
e2,275605.7165,1497700.15,d2-e3
e3,275609.59,1497690.968,d2-e3
d3,275599.8878,1497687.128,d2-e3
