cornerpt,cornerx,cornery,cell_name
e0,275597.0471,1497717.511,e0-ze1
ze0,275605.499,1497720.424,e0-ze1
ze1,275610.6051,1497711.044,e0-ze1
e1,275601.9465,1497709.05,e0-ze1
