island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,nblas,c4-z4d,guamia,9.33,5.84,3924,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,aglaia,6.21,7.65,3925,275600.5035,1497662.791,275607.3727,1497667.89
guam,nblas,c4-z4d,aglaia,7.58,6.91,3926,275600.5035,1497662.791,275607.3727,1497667.89
guam,nblas,c4-z4d,aglaia,5.35,6.31,3927,275594.3719,1497673.497,275600.5035,1497662.791
guam,nblas,c4-z4d,aglaia,8.66,4.35,3928,275600.5035,1497662.791,275607.3727,1497667.89
guam,nblas,c4-z4d,aglaia,4.04,6.66,3929,275594.3719,1497673.497,275600.5035,1497662.791
guam,nblas,c4-z4d,aglaia,4.08,6.65,3930,275594.3719,1497673.497,275600.5035,1497662.791
guam,nblas,c4-z4d,guamia,5.45,7.74,3931,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,guamia,4.99,7.71,3932,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,eug,4.19,8.22,3933,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,aglaia,9.28,2.47,3934,275594.3719,1497673.497,275600.5035,1497662.791
guam,nblas,c4-z4d,aglaia,10.03,0.86,3935,275594.3719,1497673.497,275600.5035,1497662.791
guam,nblas,c4-z4d,aglaia,5.64,5.26,3936,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,cyno,6.31,6.22,3937,275604.1541,1497677.408,275594.3719,1497673.497
guam,nblas,c4-z4d,premna,6.64,7.07,3944,275594.3719,1497673.497,275600.5035,1497662.791
