cornerpt,cornerx,cornery,cell_name
d4,275604.1541,1497677.408,d4-z4e
e4,275612.6853,1497681.729,d4-z4e
NA,NA,NA,d4-z4e
z4d,275607.3727,1497667.89,d4-z4e
