cornerpt,cornerx,cornery,cell_name
z0c,275573.6129,1497718.379,c0-z0d
z0d,275582.5201,1497721.974,c0-z0d
d0,275588.5357,1497714.792,c0-z0d
c0,275579.2518,1497710.208,c0-z0d
