cornerpt,cornerx,cornery,cell_name
za4,275569.3306,1497661.551,a4-z*a4
a4,275576.6483,1497665.083,a4-z*a4
z4a,275582.8982,1497654.615,a4-z*a4
z*a4,275572.0591,1497651.021,a4-z*a4
