cornerpt,cornerx,cornery,cell_name
b0,275569.9853,1497704.387,b0-c1
c0,275579.2518,1497710.208,b0-c1
c1,275584.2253,1497700.308,b0-c1
b1,275572.9256,1497694.785,b0-c1
