island,site,quaddiag,species,leftdist,rightdist,tag,RKPx,RKPy,LKPx,LKPy
guam,nblas,a4-z*a4,guamia,8.79,1.47,1001,275582.8982,1497654.615,275576.6483,1497665.083
guam,nblas,a4-z*a4,aglaia,8.92,1.96,1002,275582.8982,1497654.615,275576.6483,1497665.083
guam,nblas,a4-z*a4,aglaia,8,2.19,1003,275582.8982,1497654.615,275576.6483,1497665.083
guam,nblas,a4-z*a4,guamia,6.37,4.44,1004,275582.8982,1497654.615,275576.6483,1497665.083
guam,nblas,a4-z*a4,aglaia,5.8,6.02,1005,275582.8982,1497654.615,275576.6483,1497665.083
guam,nblas,a4-z*a4,guamia,3.01,9.61,1006,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,3.84,9.1,1007,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,4.75,8.61,1008,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,5.18,7.29,1009,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,4.57,6.39,1010,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,5.01,5.96,1011,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,3.94,7.06,1012,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,2.56,8.04,1013,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,premna,5.16,9.73,1014,275582.8982,1497654.615,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,5.84,5.18,1015,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,8.58,1.89,1016,275569.3306,1497661.551,275572.0591,1497651.021
guam,nblas,a4-z*a4,guamia,0.68,9.71,1017,275576.6483,1497665.083,275569.3306,1497661.551
guam,nblas,a4-z*a4,premna,3.29,6.93,1018,275576.6483,1497665.083,275569.3306,1497661.551
guam,nblas,a4-z*a4,guamia,5.96,4.23,1019,275576.6483,1497665.083,275569.3306,1497661.551
guam,nblas,a4-z*a4,guamia,9.57,3.21,1020,275576.6483,1497665.083,275569.3306,1497661.551
guam,nblas,a4-z*a4,guamia,9.45,3.74,1021,275576.6483,1497665.083,275569.3306,1497661.551
guam,nblas,a4-z*a4,guamia,11.13,1.8,1022,275576.6483,1497665.083,275569.3306,1497661.551
