cornerpt,cornerx,cornery,cell_name
z0e,275591.3227,1497725.559,e0-z*e0
z*e0,275599.6325,1497729.382,e0-z*e0
ze0,275605.499,1497720.424,e0-z*e0
e0,275597.0471,1497717.511,e0-z*e0
