cornerpt,cornerx,cornery,cell_name
za0,275553.3731,1497696.357,a0-za1
a0,275561.4711,1497699.773,a0-za1
a1,275564.6323,1497691.876,a0-za1
za1,275556.4479,1497687.477,a0-za1
