cornerpt,cornerx,cornery,cell_name
z*a0,275546.9526,1497707.17,a0-z*a0
z0a,275554.802,1497710.871,a0-z*a0
a0,275561.4711,1497699.773,a0-z*a0
za0,275553.3731,1497696.357,a0-z*a0
