cornerpt,cornerx,cornery,cell_name
a2,275569.4299,1497682.423,a2-b3
b2,275578.7555,1497685.947,a2-b3
b3,275581.8082,1497679.421,a2-b3
a3,275573.6591,1497673.824,a2-b3
