cornerpt,cornerx,cornery,cell_name
a3,275573.6591,1497673.824,a3-b4
b3,275581.8082,1497679.421,a3-b4
b4,275585.496,1497669.518,a3-b4
a4,275576.6483,1497665.083,a3-b4
