cornerpt,cornerx,cornery,cell_name
z0b,275564.4212,1497713.19,b0-z0c
z0c,275573.6129,1497718.379,b0-z0c
c0,275579.2518,1497710.208,b0-z0c
b0,275569.9853,1497704.387,b0-z0c
