cornerpt,cornerx,cornery,cell_name
c0,275579.2518,1497710.208,c0-d1
d0,275588.5357,1497714.792,c0-d1
d1,275593.0446,1497705.154,c0-d1
c1,275584.2253,1497700.308,c0-d1
