cornerpt,cornerx,cornery,cell_name
z0d,300927.9194,1565062.872,d0-z0e
z0e,NA,NA,d0-z0e
e0,300940.0561,1565055.367,d0-z0e
d0,300930.704596,1565054.27955,d0-z0e
