cornerpt,cornerx,cornery,cell_name
z0b,300911.2697,1565058.485,b0-z0c
z0c,300919.5108,1565060.976,b0-z0c
c0,300919.5178,1565053.209,b0-z0c
b0,300911.9849,1565050.29475,b0-z0c
