cornerpt,cornerx,cornery,cell_name
b3,300919.5169,1565019.093,b3-c4
c3,300928.247965,1565020.35702,b3-c4
c4,300929.306,1565012.866,b3-c4
b4,300920.071,1565008.926,b3-c4
