cornerpt,cornerx,cornery,cell_name
e4,300948.5891,1565014.652,e4-z*e4
ze4,300951.6824,1565005.132,e4-z*e4
z*e4,NA,NA,e4-z*e4
NA,NA,NA,e4-z*e4
