cornerpt,cornerx,cornery,cell_name
b4,300920.071,1565008.926,b4-z4c
c4,300929.306,1565012.866,b4-z4c
z4c,300931.7371,1565002.911,b4-z4c
z4b,300921.907,1564999.096,b4-z4c
