cornerpt,cornerx,cornery,cell_name
z0e,NA,NA,e0-z*e0
z*e0,NA,NA,e0-z*e0
ze0,300938.3561,1565065.008,e0-z*e0
e0,300940.0561,1565055.367,e0-z*e0
